total.pckts,tcp.pct,udp.pct,http.pct,other.pct,ip.src.unique,ip.dest.unique,eth.src.unique,eth.dest.unique,pkt.length.mean,pkt.length.std,pkt.length.var,pkt.length.min,pkt.length.max,pkt.length.pquartil,pkt.length.med,pkt.length.tquartil,pkt.delta.mean,pkt.delta.std,pkt.delta.var,pkt.delta.min,pkt.delta.max,pkt.delta.pquartil,pkt.delta.med,pkt.delta.tquartil,ttl.mean,ttl.std,ttl.var,ttl.min,ttl.max,ttl.pquartil,ttl.med,ttl.tquartil,tcp.flag.urg.count,tcp.flag.ack.count,tcp.flag.push.count,tcp.flag.reset.count,tcp.flag.syn.count,tcp.flag.fyn.count,dest.port.entropy,src.port.entropy,tcp.seq.entropy,http.statusok,http.statusnotok,http.get.pct,http.post.pct,http.othermethods.pct,http.useragent.unique,http.url.unique,http.avg.url.len,apache.total.access.logs,apache.unique.ips,apache.get.count,apache.nonget.count,apache.unique.urls,apache.avg.url.length,apache.status.200.count,apache.status.non200.count,apache.avg.request.size,apache.unique.user.agents,firewall.total.logs,firewall.unique.src.ips,firewall.unique.dest.ips,firewall.unique.src.ports,firewall.unique.dest.ports,firewall.unique.prot,firewall.avg.pkt.length,firewall.avg.ttl,firewall.avg.win.size,firewall.count.seq,firewall.count_ACK,firewall.unique.marks,firewall.unique.in.interface,firewall.unique.mac,firewall.tos,firewall.precedence,label
1507,80.09289980092899,0.0,19.907100199071,0.0,26,26,26,26,170.85733244857332,274.4846726907516,75341.83554214904,66.0,990.0,66.0,66.0,74.0,0.0006619290046449,0.0045882349504736,2.1051899960748104e-05,-6.2366e-05,0.072029995,2.42655e-05,7.2874e-05,0.0003120224999999,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1362,300,0,290,300,0.6237313853767557,0.6345795003323169,0.8455454553863787,9.9535500995355,90.0464499004645,9.9535500995355,0.0,90.0464499004645,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1516,80.21108179419525,0.0,19.788918205804748,0.0,26,26,26,26,170.25593667546175,273.7790257036278,74954.95491522767,66.0,990.0,66.0,66.0,74.0,0.000658723040897,0.004663027218537,2.174382284081736e-05,-7.782e-05,0.074064919,2.53035e-05,7.884299999999999e-05,0.0003391205,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1369,300,0,294,300,0.6233485371690778,0.6374140125371717,0.850959897628457,9.894459102902374,90.10554089709764,9.894459102902374,0.0,90.10554089709764,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1490,79.86577181208054,0.0,20.13422818791946,0.0,26,26,26,26,171.94630872483222,275.8568015343935,76096.97495278578,66.0,990.0,66.0,66.0,74.0,0.0006179744308724,0.004394237865999,1.930932642297996e-05,-9.017e-05,0.075894479,2.846775e-05,8.50385e-05,0.00037882225,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1355,300,0,270,300,0.6305739959342165,0.6437905754512042,0.8475640600535851,10.06711409395973,89.93288590604027,10.06711409395973,0.0,89.93288590604027,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1527,80.35363457760315,0.0,19.64636542239685,0.0,26,26,26,26,169.53634577603142,272.92155548334847,74486.17544745047,66.0,990.0,66.0,66.0,74.0,0.0006106302462344,0.0043918858834596,1.928866161333225e-05,-5.1401e-05,0.07618201,2.5491e-05,7.1983e-05,0.000348235,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1377,300,0,300,300,0.6286295070003343,0.6460194839700971,0.8559610094460312,9.823182711198427,90.17681728880156,9.823182711198427,0.0,90.17681728880156,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1521,80.27613412228797,0.0,19.72386587771204,0.0,26,26,26,26,169.9447731755424,273.3820001401388,74737.71800062286,66.0,990.0,66.0,66.0,74.0,0.0006134721643655,0.0044203004758158,1.953905629649784e-05,-5.0789e-05,0.076131888,2.472e-05,7.8814e-05,0.000304267,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1371,300,0,300,300,0.630576613311894,0.6441447281096607,0.8501928106691145,9.861932938856016,90.138067061144,9.861932938856016,0.0,90.138067061144,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1515,80.19801980198021,0.0,19.8019801980198,0.0,26,26,26,26,170.35643564356437,273.84469405640925,74990.9164628484,66.0,990.0,66.0,66.0,74.0,0.0006150221894389,0.0044936536408666,2.0192923044074225e-05,-7.8484e-05,0.077291455,2.4471e-05,7.7169e-05,0.0003546855,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1365,300,0,300,300,0.6325361131941829,0.6422582365175116,0.8437472313628818,9.9009900990099,90.0990099009901,9.9009900990099,0.0,90.0990099009901,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1515,80.19801980198021,0.0,19.8019801980198,0.0,26,26,26,26,170.35643564356437,273.84469405640925,74990.9164628484,66.0,990.0,66.0,66.0,74.0,0.0006140087861386,0.0045706324673371,2.089068115147637e-05,-7.3556e-05,0.078478708,2.67245e-05,8.1874e-05,0.000336951,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1365,300,0,300,300,0.6325361131941829,0.6422582365175116,0.8437472313628818,9.9009900990099,90.0990099009901,9.9009900990099,0.0,90.0990099009901,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1522,80.28909329829173,0.0,19.71090670170828,0.0,26,26,26,26,169.87647831800265,273.305103629449,74695.67966990385,66.0,990.0,66.0,66.0,74.0,0.0006101896649145,0.0046532815918152,2.1653029572726383e-05,-6.0259e-05,0.080260893,2.4074e-05,7.07185e-05,0.0002720175,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1372,300,0,300,300,0.6301781024573564,0.6444037029209946,0.851196144019043,9.85545335085414,90.14454664914588,9.85545335085414,0.0,90.14454664914588,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1527,80.35363457760315,0.0,19.64636542239685,0.0,26,26,26,26,169.53634577603142,272.92155548334847,74486.17544745047,66.0,990.0,66.0,66.0,74.0,0.0006075795841519,0.0047465748073504,2.252997240177405e-05,-8.1871e-05,0.081265903,2.32235e-05,7.1288e-05,0.0002504705,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1377,300,0,300,300,0.6286295070003343,0.6460194839700971,0.8559610094460312,9.823182711198427,90.17681728880156,9.823182711198427,0.0,90.17681728880156,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1517,80.22412656558998,0.0,19.77587343441002,0.0,26,26,26,26,170.2188529993408,273.69021177053475,74906.33201900017,66.0,990.0,66.0,66.0,74.0,0.0006109738859591,0.0048437618536658,2.346202889502834e-05,-7.2316e-05,0.082191649,2.1184e-05,7.6681e-05,0.000262662,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1367,300,0,300,300,0.6318815626222613,0.6428883788559064,0.8459841633934089,9.88793671720501,90.112063282795,9.88793671720501,0.0,90.112063282795,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1517,80.22412656558998,0.0,19.77587343441002,0.0,26,26,26,26,170.2188529993408,273.69021177053475,74906.33201900015,66.0,990.0,66.0,66.0,74.0,0.0006092378859591,0.0049483579253142,2.448624615702007e-05,-5.2048e-05,0.08380866,2.2006e-05,6.9425e-05,0.000279657,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1367,300,0,300,300,0.6318815626222613,0.6428883788559064,0.8459841633934089,9.88793671720501,90.112063282795,9.88793671720501,0.0,90.112063282795,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1510,80.13245033112582,0.0,19.86754966887417,0.0,26,26,26,26,170.7019867549669,274.2320029597976,75203.19144734244,66.0,990.0,66.0,66.0,74.0,0.0006109055907284,0.0051061366987802,2.607263198663006e-05,-5.0428e-05,0.086161575,2.097825e-05,7.01225e-05,0.00022991025,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1360,300,0,300,300,0.6341785777307912,0.6406771033909624,0.837665772959205,9.933774834437086,90.06622516556291,9.933774834437086,0.0,90.06622516556291,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1516,80.21108179419525,0.0,19.788918205804748,0.0,26,26,26,26,170.28759894459102,273.7674214742028,74948.60106063377,66.0,990.0,66.0,66.0,74.0,0.000605097457124,0.005219416148982,2.7242304936255115e-05,-5.3644e-05,0.08702053,1.895875e-05,6.4734e-05,0.0002000897499999,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1366,300,0,300,297,0.6301809259520903,0.6442534136171051,0.8529967592521042,9.894459102902374,90.10554089709764,9.894459102902374,0.0,90.10554089709764,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1469,79.5779441797141,0.0,20.42205582028591,0.0,26,26,26,26,173.62423417290674,277.468618370974,76988.83418069717,66.0,990.0,66.0,66.0,74.0,0.0006794372614023,0.0058571591590357,3.430631341427649e-05,-7.9934e-05,0.088809307,1.8166e-05,5.6844e-05,0.000177313,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1319,300,0,300,283,0.6346617366733484,0.6359551767470362,0.7785006523579693,10.211027910142954,89.78897208985704,10.211027910142954,0.0,89.78897208985704,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1506,80.0796812749004,0.0,19.9203187250996,0.0,26,26,26,26,170.9800796812749,274.54299011906176,75373.85342351525,66.0,990.0,66.0,66.0,74.0,0.000656236381142,0.0058228766262365,3.390589220437151e-05,-4.9212e-05,0.089981072,1.842075e-05,5.25985e-05,0.000181558,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1356,300,0,300,295,0.6230899875815884,0.6357089530460943,0.7894804957427332,9.9601593625498,90.0398406374502,9.9601593625498,0.0,90.0398406374502,2,2,19.0,135.0,25.0,135.0,0.0,1.0,1.0,135.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1517,80.42188529993408,0.0,19.57811470006592,0.0,26,26,26,26,168.39156229400132,271.28322469816817,73594.5880026368,66.0,990.0,66.0,66.0,74.0,0.0006540952406064,0.0053470372717153,2.8590807585112714e-05,-5.6267e-05,0.087050715,2.2454e-05,7.864e-05,0.000264613,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1367,297,0,300,297,0.6173784257969503,0.6394835914132332,0.7923604310810447,9.69017798286091,90.30982201713908,9.88793671720501,0.0,90.112063282795,2,2,19.0,140.0,25.0,140.0,0.0,1.0,1.0,140.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1477,81.04265402843602,0.0,18.95734597156398,0.0,26,26,26,26,165.46513202437373,267.87591353150486,71757.50505033827,66.0,990.0,66.0,66.0,74.0,0.0006768931496276,0.0054433433810636,2.9629987164169683e-05,-4.8726e-05,0.084200695,2.192e-05,7.8756e-05,0.000280631,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1327,280,0,300,289,0.6113854161002192,0.6401786915532581,0.8004561406103438,9.41096817874069,90.58903182125933,9.546377792823291,0.0,90.4536222071767,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1453,81.1424638678596,0.0,18.8575361321404,0.0,26,26,26,26,166.63730213351687,269.8493787841322,72818.68723018207,66.0,990.0,66.0,66.0,74.0,0.0006876157708189,0.0056588594615221,3.202269040525897e-05,-5.0812e-05,0.085733196,2.1051e-05,6.34e-05,0.000273887,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1303,274,0,300,289,0.6138393402691714,0.6346444562141053,0.7966485977027998,9.56641431520991,90.43358568479007,9.29112181693049,0.0,90.7088781830695,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1538,80.5591677503251,0.0,19.4408322496749,0.0,26,26,26,26,168.7217165149545,272.09566576904206,74036.05133029824,66.0,990.0,66.0,66.0,74.0,0.0006432587496749,0.0054616628570182,2.98297611637332e-05,-8.0198e-05,0.087080969,2.0555e-05,6.22685e-05,0.0002143065,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1388,299,0,300,300,0.6145824849364285,0.6386749784806239,0.867696163530735,9.752925877763328,90.24707412223668,9.687906371911572,0.0,90.31209362808843,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1527,80.35363457760315,0.0,19.64636542239685,0.0,26,26,26,26,169.53634577603142,272.92155548334847,74486.17544745047,66.0,990.0,66.0,66.0,74.0,0.0006482998179436,0.0057440115922745,3.299366917218442e-05,-8.5498e-05,0.088939225,1.95665e-05,6.085e-05,0.000197106,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1377,300,0,300,300,0.6175344684805116,0.6344665828996154,0.8559610094460312,9.823182711198427,90.17681728880156,9.823182711198427,0.0,90.17681728880156,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1506,80.0796812749004,0.0,19.9203187250996,0.0,26,26,26,26,170.84196547144754,274.59378441083584,75401.74643706458,66.0,990.0,66.0,66.0,74.0,0.0006513800830013,0.0058492789139654,3.4214063813360284e-05,-6.8275e-05,0.089226869,1.957325e-05,4.995e-05,0.00016276675,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1369,300,0,274,300,0.6208685906931123,0.6414069105031975,0.8591561334081393,9.9601593625498,90.0398406374502,9.9601593625498,0.0,90.0398406374502,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1493,79.90622906898861,0.0,20.093770931011388,0.0,26,26,26,26,171.76557267247154,275.60831323824226,75959.94232602906,66.0,990.0,66.0,66.0,74.0,0.0006128800770261,0.0053803503455202,2.8948169840540247e-05,-7.9729e-05,0.089025239,1.8747e-05,6.2418e-05,0.000189543,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1355,300,0,276,300,0.6313813326649231,0.6425138409675175,0.8447454810681643,10.046885465505694,89.9531145344943,10.046885465505694,0.0,89.9531145344943,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1529,80.3793328973185,0.0,19.62066710268149,0.0,26,26,26,26,169.40091563113145,272.7685708050991,74402.69321905637,66.0,990.0,66.0,66.0,74.0,0.0006025303793328,0.0052747526420806,2.78230154351372e-05,-5.1965e-05,0.088708127,2.1523e-05,7.1824e-05,0.000216357,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1379,300,0,300,300,0.627983206518941,0.6466418164308836,0.8577613062813307,9.810333551340744,90.18966644865924,9.810333551340744,0.0,90.18966644865924,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1527,80.35363457760315,0.0,19.64636542239685,0.0,26,26,26,26,169.53634577603142,272.92155548334847,74486.17544745047,66.0,990.0,66.0,66.0,74.0,0.0006029365127701,0.0053556880758643,2.868339476595536e-05,-5.2056e-05,0.089233905,1.9092e-05,5.58e-05,0.000191299,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1377,300,0,300,300,0.6286295070003343,0.6460194839700971,0.8559610094460312,9.823182711198427,90.17681728880156,9.823182711198427,0.0,90.17681728880156,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1524,80.31496062992126,0.0,19.68503937007874,0.0,26,26,26,26,169.74015748031496,273.15149772731934,74611.74071067774,66.0,990.0,66.0,66.0,74.0,0.0006053403353018,0.0051781831895133,2.681358114415882e-05,-6.1041e-05,0.086858822,2.237375e-05,7.079800000000001e-05,0.0002289724999999,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1374,300,0,300,300,0.6296015179065999,0.6450835651055783,0.8531503512043582,9.84251968503937,90.15748031496062,9.84251968503937,0.0,90.15748031496062,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1518,80.23715415019763,0.0,19.76284584980237,0.0,26,26,26,26,170.1501976284585,273.61306486525393,74864.10926495765,66.0,990.0,66.0,66.0,74.0,0.0006078891067193,0.005115356553001,2.616687266433048e-05,-6.5872e-05,0.08603135,2.092875e-05,6.458049999999999e-05,0.00022566675,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1368,300,0,300,300,0.6315548070925037,0.6432029572105318,0.8470676460448436,9.881422924901186,90.1185770750988,9.881422924901186,0.0,90.1185770750988,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1523,80.30203545633617,0.0,19.697964543663826,0.0,26,26,26,26,169.80827314510833,273.2282695183047,74653.68726396738,66.0,990.0,66.0,66.0,74.0,0.0006050812495075,0.0052074082866092,2.711710106344709e-05,-5.1369e-05,0.087300989,1.9487e-05,6.0918e-05,0.0001976724999999,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1373,300,0,300,300,0.6299262063024288,0.6447709444535162,0.8521817377898768,9.848982271831913,90.15101772816809,9.848982271831913,0.0,90.15101772816809,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1528,80.36649214659685,0.0,19.63350785340314,0.0,26,26,26,26,169.46858638743456,272.8450321816627,74444.41158621255,66.0,990.0,66.0,66.0,74.0,0.0006032393357329,0.0052114999553887,2.7159731785017137e-05,-4.8831e-05,0.087291988,2.01535e-05,5.9464e-05,0.0002004285,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1378,300,0,300,300,0.6283061864207524,0.6463308111603049,0.8568681512547345,9.81675392670157,90.18324607329843,9.81675392670157,0.0,90.18324607329843,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1549,80.63266623628147,0.0,19.367333763718527,0.0,26,26,26,26,168.06584893479663,271.25222737318705,73577.77085491516,66.0,990.0,66.0,66.0,74.0,0.0005954960968366,0.0051632639288496,2.665929439896043e-05,-5.2758e-05,0.087356844,2.1199e-05,5.2434e-05,0.000195437,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1399,300,0,300,300,0.6215943734522693,0.652795194576445,0.8732514766772206,9.683666881859263,90.31633311814072,9.683666881859263,0.0,90.31633311814072,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1526,80.34076015727392,0.0,19.65923984272608,0.0,26,26,26,26,169.60419397116644,272.99814078891154,74527.98487420236,66.0,990.0,66.0,66.0,74.0,0.0006047506186107,0.0052218579586894,2.726780054072813e-05,-5.0507e-05,0.087945024,1.989775e-05,5.88715e-05,0.00021334825,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1376,300,0,300,300,0.6289531687673497,0.6457078342833683,0.8550393694190349,9.82961992136304,90.17038007863697,9.82961992136304,0.0,90.17038007863697,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1521,80.27613412228797,0.0,19.72386587771204,0.0,26,26,26,26,169.9447731755424,273.3820001401388,74737.71800062286,66.0,990.0,66.0,66.0,74.0,0.0006044556318211,0.0053369202036931,2.848271726058782e-05,-5.1047e-05,0.08877938,1.9395e-05,6.1891e-05,0.000200475,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1371,300,0,300,300,0.6305033117426935,0.644089419053005,0.8501928106691145,9.861932938856016,90.138067061144,9.861932938856016,0.0,90.138067061144,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1495,79.93311036789298,0.0,20.066889632107024,0.0,26,26,26,26,171.752508361204,275.40347476817834,75847.07391438664,66.0,990.0,66.0,66.0,74.0,0.0006117107056856,0.0053751445594709,2.8892179035210523e-05,-5.104e-05,0.089580932,1.92775e-05,5.6155e-05,0.0001802165,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1345,300,0,300,289,0.6316643840317042,0.642327556354503,0.851687057149153,10.033444816053512,89.96655518394648,10.033444816053512,0.0,89.96655518394648,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1484,79.78436657681941,0.0,20.21563342318059,0.0,26,26,26,26,172.53638814016173,276.2717751645215,76326.09375255593,66.0,990.0,66.0,66.0,74.0,0.0006615665835579,0.0059226396844218,3.507766083148855e-05,-5.1374e-05,0.090479601,1.911725e-05,5.3753e-05,0.00018168075,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1334,300,0,300,286,0.6284123857790839,0.636337734884881,0.7888180655510034,10.107816711590296,89.8921832884097,10.107816711590296,0.0,89.8921832884097,2,2,19.0,144.0,25.0,144.0,0.0,1.0,1.0,144.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1527,80.35363457760315,0.0,19.64636542239685,0.0,26,26,26,26,169.53634577603142,272.92155548334847,74486.17544745046,66.0,990.0,66.0,66.0,74.0,0.0006470194499017,0.0057647728629327,3.323260616120568e-05,-7.4923e-05,0.089894649,1.8634e-05,5.1274e-05,0.000195868,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1377,300,0,300,300,0.6177281619097325,0.6377598893196326,0.796961296865944,9.823182711198427,90.17681728880156,9.823182711198427,0.0,90.17681728880156,2,2,19.0,131.0,25.0,131.0,0.0,1.0,1.0,131.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1525,80.39344262295081,0.0,19.60655737704918,0.0,26,26,26,26,169.06622950819673,272.2773673496919,74134.96477087904,66.0,990.0,66.0,66.0,74.0,0.0006481874701639,0.0058068185989195,3.3719142240757984e-05,-5.9585e-05,0.089252093,1.8645e-05,5.5325e-05,0.000185899,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1375,299,0,300,298,0.6164644860936094,0.6391135584004408,0.7976080419181601,9.770491803278688,90.22950819672133,9.836065573770492,0.0,90.1639344262295,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1445,81.52249134948096,0.0,18.47750865051903,0.0,26,26,26,26,162.718339100346,264.41139665052253,69913.38667867995,66.0,990.0,66.0,66.0,74.0,0.0006916225397923,0.0059845753633127,3.581514227917046e-05,-9.0748e-05,0.089039887,1.8159e-05,5.055e-05,0.000176513,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0,1295,267,0,300,282,0.6065693217997306,0.641438392588348,0.8050396311891346,9.134948096885813,90.8650519031142,9.342560553633218,0.0,90.65743944636678,2,2,19.0,150.0,25.0,150.0,0.0,1.0,1.0,150.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
